adams	0.33272937756054805
arthur	0.24263472797420416
bharrison	0.3606839269110508
buchanan	0.13123623264806716
bush	0.22756340990697274
carter	0.16198144292089645
cleveland	0.2536751960352819
clinton	0.4114971453178323
coolidge	0.617079953643213
eisenhower	0.6979057957056832
fdroosevelt	0.2114000515332164
fillmore	0.4748482337258632
ford	0.6795327618024913
garfield	0.4510693671407957
grant	0.37172189037388115
gwbush	0.3425340436160621
harding	0.398597403112157
harrison	0.56024797602308
hayes	0.4541024459801776
hoover	0.27198169108220754
jackson	0.3117007074202841
jefferson	0.16266876950095094
johnson	0.17026198021158434
jqadams	0.29723647960284855
kennedy	0.2796925280929295
lbjohnson	0.32879668419294766
lincoln	0.2358469024536392
madison	0.09586308595847472
mckinley	0.6060598621230302
monroe	0.7071310882387704
nixon	0.2477253904388397
obama	0.5451888756332374
pierce	0.4848031384153089
polk	0.38888407526852875
reagan	0.3235209999652615
roosevelt	0.30570352467776507
taft	0.5078171301398361
taylor	0.7208839451913753
truman	0.4544277982140346
tyler	0.4182987273522744
vanburen	0.49211988767718545
washington	0.5597808360180521
wilson	0.4068826758916761
